ID Furnace 1	Tag Furnace 1	Is DC EAF Fce	Is Twin Shell	Is Substation App	Tag Furnace 2	Is DC EAF Fce	Plant Short Name	Division Short Name	Corporate Short Name	Corporate Full Name	Plant Location	Time Zone A - Date & Time Starts	Time Zone A - Date & Time Finish	Time Zone A - Designated Time	HoraEjecucionPlanta	ArchivoCCR	IE_VM2 Parametros	IE_VM2 Remove Extreme Data (Outliers)	IE_VM2 IDPlant	IE_VM2 IDFurnace	IE_VM2 Start Date (New - Older)	parant	difp	fec	diff	OutliersAnt	difo
EAF	EAF	FALSE	FALSE	FALSE	tbd		TUTA	TUTA	Gerdau	Gerdau	"Tunja, Bojaca, Colombia"			UTC-05:00	23	ccr_Gerdau Diaco Planta Tuta.xls	"WHERE Samples_Lost_PowerOn < 5 
  AND PwrOn BETWEEN 27 AND 60
  AND TapToTap BETWEEN 27 AND 92
  AND Turnaround BETWEEN 2.5 AND 100
  AND MWH BETWEEN 12 AND 25
  ORDER BY TimeStarted"	FALSE	82	108	2017-03-01	"WHERE Samples_Lost_PowerOn < 5 
  AND PwrOn BETWEEN 27 AND 60
  AND TapToTap BETWEEN 27 AND 92
  AND Turnaround BETWEEN 2.5 AND 100
  AND MWH BETWEEN 12 AND 25
  ORDER BY TimeStarted"	TRUE	2017-03-01	TRUE	FALSE	TRUE
A Fce	A	FALSE	FALSE	FALSE	tbd		GLNMID	GLNMID	GLN	Gerdau LN	"Midlothian, Texas, USA (CST)"	42442	42680	UTC-05:00	0	ccr_Gerdau LN Midlothian EAF A.xls	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 35 AND 75
 AND TapToTap BETWEEN 45 AND 250
 AND Turnaround BETWEEN 2 AND 200
 AND MWH BETWEEN 30 AND 75
 ORDER BY TimeStarted"	FALSE	102	135	2018-11-06	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 35 AND 75
 AND TapToTap BETWEEN 45 AND 250
 AND Turnaround BETWEEN 2 AND 200
 AND MWH BETWEEN 30 AND 75
 ORDER BY TimeStarted"	TRUE	2018-11-06	TRUE	FALSE	TRUE
F3	3	FALSE	FALSE	FALSE	tbd		GMSFS	GMSFS	GMS	Gerdau MacSteel	"Fort Smith, AR. USA (CST)"	42442	42680	UTC-05:00	0	ccr_Gerdau MacSteel Fort Smith EAF 3.xls	"WHERE Samples_Lost_PowerOn < 5 
 AND PwrOn BETWEEN 35 AND 95
 AND TapToTap BETWEEN 55 AND 180
 AND Turnaround BETWEEN 1.5 AND 60
 AND MWH BETWEEN 19 AND 43
 ORDER BY TimeStarted"	FALSE	112	148	2019-03-15	"WHERE Samples_Lost_PowerOn < 5 
 AND PwrOn BETWEEN 35 AND 95
 AND TapToTap BETWEEN 55 AND 180
 AND Turnaround BETWEEN 1.5 AND 60
 AND MWH BETWEEN 19 AND 43
 ORDER BY TimeStarted"	TRUE	2019-03-15	TRUE	FALSE	TRUE
F4	4	FALSE	FALSE	FALSE	tbd		GMSFS	GMSFS	GMS	Gerdau MacSteel	"Fort Smith, AR. USA (CST)"	42442	42680	UTC-05:00	0	ccr_Gerdau MacSteel Fort Smith EAF 4.xls	"WHERE Samples_Lost_PowerOn < 5 
 AND PwrOn BETWEEN 35 AND 95
 AND TapToTap BETWEEN 55 AND 180
 AND Turnaround BETWEEN 1.5 AND 60
 AND MWH BETWEEN 19 AND 43
 ORDER BY TimeStarted"	FALSE	112	149	2019-03-15	"WHERE Samples_Lost_PowerOn < 5 
 AND PwrOn BETWEEN 35 AND 95
 AND TapToTap BETWEEN 55 AND 180
 AND Turnaround BETWEEN 1.5 AND 60
 AND MWH BETWEEN 19 AND 43
 ORDER BY TimeStarted"	TRUE	2019-03-15	TRUE	FALSE	TRUE
EAF	EAF	FALSE	FALSE	FALSE	tbd		GLNWTB	GLNWTB	GLN	Gerdau LN	"Whitby, ON, Canada (EST)"	42442	42680	UTC-04:00	23	ccr_Gerdau LN Whitby.xls	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 25 AND 70
 AND TapToTap BETWEEN 40 AND 150
 AND Turnaround BETWEEN 1.5 AND 90
 AND MWH BETWEEN 38 AND 68
 ORDER BY TimeStarted"	FALSE	113	152	2019-07-11	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 25 AND 70
 AND TapToTap BETWEEN 40 AND 150
 AND Turnaround BETWEEN 1.5 AND 90
 AND MWH BETWEEN 38 AND 68
 ORDER BY TimeStarted"	TRUE	2019-07-11	TRUE	FALSE	TRUE
EAF	EAF	FALSE	FALSE	FALSE	tbd		GLNPTB	GLNPTB	GLN	Gerdau LN	"Petersburg, VA, USA (CST)"	42442	42680	UTC-05:00	0	ccr_Gerdau LN Petersburg.xls	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 32 AND 80
 AND TapToTap BETWEEN 43 AND 150
 AND Turnaround BETWEEN 3 AND 200
 AND MWH BETWEEN 44 AND 90
 ORDER BY TimeStarted"	FALSE	114	153	2019-01-19	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 32 AND 80
 AND TapToTap BETWEEN 43 AND 150
 AND Turnaround BETWEEN 3 AND 200
 AND MWH BETWEEN 44 AND 90
 ORDER BY TimeStarted"	TRUE	2019-01-19	TRUE	FALSE	TRUE
EAF	EAF	FALSE	FALSE	FALSE	tbd		GLNMTB	GLNMTB	GLN	Gerdau LN	"Silkik, Whitby, Canada (CST)"	42442	42680	UTC-05:00	0	ccr_Gerdau LN Manitoba.xls	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 20 AND 80
 AND TapToTap BETWEEN 40 AND 140
 AND Turnaround BETWEEN 2 AND 150
 AND MWH BETWEEN 12 AND 45
 ORDER BY TimeStarted"	FALSE	121	160	2019-07-12	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 20 AND 80
 AND TapToTap BETWEEN 40 AND 140
 AND Turnaround BETWEEN 2 AND 150
 AND MWH BETWEEN 12 AND 45
 ORDER BY TimeStarted"	TRUE	2019-07-12	TRUE	FALSE	TRUE
LMF	LMF	FALSE	FALSE	FALSE	tbd		GLNMTB	GLNMTB	GLN	Gerdau LN	"Silkik, Whitby, Canada (CST)"	42442	42680	UTC-05:00	0	ccr_Gerdau LN Manitoba LMF.xls	"WHERE TapToTap BETWEEN 1 AND 150
 AND Turnaround BETWEEN 0.5 AND 80
 AND MWH BETWEEN 0.25 AND 5
 ORDER BY TimeStarted"	FALSE	121	161	2021-08-21	"WHERE TapToTap BETWEEN 1 AND 150
 AND Turnaround BETWEEN 0.5 AND 80
 AND MWH BETWEEN 0.25 AND 5
 ORDER BY TimeStarted"	TRUE	2021-08-21	TRUE	FALSE	TRUE
EAFdc	EAFdc	TRUE	FALSE	FALSE	tbd	FALSE	GLNSTP	GLNSTP	GLN	Gerdau LN	"St Paul, Ramsey County, Minnesota (CST)"	43527	43775	UTC-05:00	0	ccr_Gerdau LN St Paul.xls	"WHERE PwrOn BETWEEN 25 AND 80
 AND TapToTap < 325
 AND Turnaround BETWEEN 2 AND 200
 AND MWH BETWEEN 10 AND 20
 ORDER BY TimeStarted"	FALSE	124	163	2019-11-11	"WHERE PwrOn BETWEEN 25 AND 80
 AND TapToTap < 325
 AND Turnaround BETWEEN 2 AND 200
 AND MWH BETWEEN 10 AND 20
 ORDER BY TimeStarted"	TRUE	2019-11-11	TRUE	FALSE	TRUE
LMF	LMF	FALSE	FALSE	FALSE	tbd		GLNWTB	GLNWTB	GLN	Gerdau LN	"Whitby, ON, Canada (EST)"	42442	42680	UTC-04:00	23	ccr_Gerdau LN Whitby LMF.xls	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 5 AND 55
 AND TapToTap BETWEEN 30.5 AND 180
 AND Turnaround BETWEEN 1 AND 100
 AND MWH BETWEEN 1 AND 11
 ORDER BY TimeStarted"	FALSE	113	165	2020-10-28	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 5 AND 55
 AND TapToTap BETWEEN 30.5 AND 180
 AND Turnaround BETWEEN 1 AND 100
 AND MWH BETWEEN 1 AND 11
 ORDER BY TimeStarted"	TRUE	2020-10-28	TRUE	FALSE	TRUE
B Fce	B	FALSE	FALSE	FALSE	tbd		GLNMID	GLNMID	GLN	Gerdau LN	"Midlothian, Texas, USA (CST)"	42442	42680	UTC-05:00	0	ccr_Gerdau LN Midlothian EAF B.xls	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 26 AND 70
 AND TapToTap BETWEEN 39 AND 170
 AND Turnaround BETWEEN 2 AND 90
 AND MWH BETWEEN 35 AND 90
 ORDER BY TimeStarted"	FALSE	102	167	2020-02-09	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 26 AND 70
 AND TapToTap BETWEEN 39 AND 170
 AND Turnaround BETWEEN 2 AND 90
 AND MWH BETWEEN 35 AND 90
 ORDER BY TimeStarted"	TRUE	2020-02-09	TRUE	FALSE	TRUE
LMF	LMF	FALSE	FALSE	FALSE	tbd		GLNCVL	GLNCVL	GLN	Gerdau LN	"Cartersville, Georgia, USA (CST)"	42442	42680	UTC-04:00	23	ccr_Gerdau LN Cartersville LMF.xls	"WHERE PwrOn BETWEEN 8 AND 60
 AND TapToTap BETWEEN 20 AND 300
 AND Turnaround BETWEEN 1 AND 300
 ORDER BY TimeStarted"	FALSE	33	168	2020-02-11	"WHERE PwrOn BETWEEN 8 AND 60
 AND TapToTap BETWEEN 20 AND 300
 AND Turnaround BETWEEN 1 AND 300
 ORDER BY TimeStarted"	TRUE	2020-02-11	TRUE	FALSE	TRUE
LMF	LMF	FALSE	FALSE	FALSE	tbd		GLNPTB	GLNPTB	GLN	Gerdau LN	"Petersburg, VA, USA (CST)"	42442	42680	UTC-05:00	0	ccr_Gerdau LN Petersburg LMF.xls	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 8 AND 60
 AND TapToTap BETWEEN 20 AND 300
 AND Turnaround BETWEEN 0.12 AND 400
 AND MWH BETWEEN 4.5 AND 36
 ORDER BY TimeStarted"	FALSE	114	169	2020-02-25	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 8 AND 60
 AND TapToTap BETWEEN 20 AND 300
 AND Turnaround BETWEEN 0.12 AND 400
 AND MWH BETWEEN 4.5 AND 36
 ORDER BY TimeStarted"	TRUE	2020-02-25	TRUE	FALSE	TRUE
EAF	EAF	FALSE	FALSE	FALSE	tbd		GLNWIL	GLNWIL	GLN	Gerdau LN	"Wilton, Iowa (CST)"	42442	42680	UTC-05:00	0	ccr_Gerdau LN Wilton EAF.xls	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 31 AND 90
 AND TapToTap BETWEEN 30 AND 280
 AND Turnaround BETWEEN 1 AND 90
 AND MWH BETWEEN 10 AND 45
 ORDER BY TimeStarted"	FALSE	128	172	2020-10-02	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 31 AND 90
 AND TapToTap BETWEEN 30 AND 280
 AND Turnaround BETWEEN 1 AND 90
 AND MWH BETWEEN 10 AND 45
 ORDER BY TimeStarted"	TRUE	2020-10-02	TRUE	FALSE	TRUE
LMF	LMF	FALSE	FALSE	FALSE	tbd		GMSFS	GMSFS	GMS	Gerdau MacSteel	"Fort Smith, AR. USA (CST)"	42442	42680	UTC-05:00	0	ccr_Gerdau MacSteel Fort Smith LMF.xls	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 10 AND 60
 AND TapToTap BETWEEN 20 AND 160
 AND Turnaround BETWEEN 1 AND 120
 AND MWH BETWEEN 1 AND 10
 ORDER BY TimeStarted"	FALSE	112	173	2020-07-21	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 10 AND 60
 AND TapToTap BETWEEN 20 AND 160
 AND Turnaround BETWEEN 1 AND 120
 AND MWH BETWEEN 1 AND 10
 ORDER BY TimeStarted"	TRUE	2020-07-21	TRUE	FALSE	TRUE
